university_id,university_name,url
286,University Of Cologne,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Cologne%20Cologne%20DE&format=geojson&addressdetails=1&limit=1
287,University Of Leicester,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Leicester%20Leicester%20UK&format=geojson&addressdetails=1&limit=1
288,University Of Milan,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Milan%20Milan%20IT&format=geojson&addressdetails=1&limit=1
289,University Of Surrey,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Surrey%20Guildford%20UK&format=geojson&addressdetails=1&limit=1
290,Swinburne University Of Technology,https://nominatim.openstreetmap.org/search.php?q=Swinburne%20University%20Of%20Technology%20Melbourne%20AU&format=geojson&addressdetails=1&limit=1
291,University Of Bergen,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Bergen%20Bergen%20NO&format=geojson&addressdetails=1&limit=1
292,The University Of Arizona,https://nominatim.openstreetmap.org/search.php?q=The%20University%20Of%20Arizona%20Tucson%20US&format=geojson&addressdetails=1&limit=1
293,University Of Tasmania,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Tasmania%20Hobart%20AU&format=geojson&addressdetails=1&limit=1
294,Beijing Institute Of Technology,https://nominatim.openstreetmap.org/search.php?q=Beijing%20Institute%20Of%20Technology%20Beijing%20CN&format=geojson&addressdetails=1&limit=1
295,Stellenbosch University,https://nominatim.openstreetmap.org/search.php?q=Stellenbosch%20University%20Stellenbosch%20ZA&format=geojson&addressdetails=1&limit=1
296,University Of Virginia,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Virginia%20Charlottesville%20US&format=geojson&addressdetails=1&limit=1
297,Bauman Moscow State Technical University,https://nominatim.openstreetmap.org/search.php?q=Bauman%20Moscow%20State%20Technical%20University%20Pretoria%20RU&format=geojson&addressdetails=1&limit=1
298,Swansea University,https://nominatim.openstreetmap.org/search.php?q=Swansea%20University%20Swansea%20UK&format=geojson&addressdetails=1&limit=1
299,Huazhong University Of Science And Technology,https://nominatim.openstreetmap.org/search.php?q=Huazhong%20University%20Of%20Science%20And%20Technology%20Wuhan%20CN&format=geojson&addressdetails=1&limit=1
300,Georgetown University,https://nominatim.openstreetmap.org/search.php?q=Georgetown%20University%20Washington%20US&format=geojson&addressdetails=1&limit=1
301,Sichuan University,https://nominatim.openstreetmap.org/search.php?q=Sichuan%20University%20Chengdu%20CN&format=geojson&addressdetails=1&limit=1
302,Université Paris Cité,https://nominatim.openstreetmap.org/search.php?q=Universit%C3%A9%20Paris%20Cit%C3%A9%20Paris%20FR&format=geojson&addressdetails=1&limit=1
303,Linköping University,https://nominatim.openstreetmap.org/search.php?q=Link%C3%B6ping%20University%20Link%C3%B6ping%20SE&format=geojson&addressdetails=1&limit=1
304,Universidade Federal Do Rio De Janeiro,https://nominatim.openstreetmap.org/search.php?q=Universidade%20Federal%20Do%20Rio%20De%20Janeiro%20Ural%20BR&format=geojson&addressdetails=1&limit=1
305,Aalborg University,https://nominatim.openstreetmap.org/search.php?q=Aalborg%20University%20Aalborg%20DK&format=geojson&addressdetails=1&limit=1
306,"University Of California, Irvine",https://nominatim.openstreetmap.org/search.php?q=University%20Of%20California%2C%20Irvine%20Irvine%20US&format=geojson&addressdetails=1&limit=1
307,Airlangga University,https://nominatim.openstreetmap.org/search.php?q=Airlangga%20University%20Mexico%20ID&format=geojson&addressdetails=1&limit=1
308,Goethe-University Frankfurt Am Main,https://nominatim.openstreetmap.org/search.php?q=Goethe-University%20Frankfurt%20Am%20Main%20Frankfurt%20DE&format=geojson&addressdetails=1&limit=1
309,Universität Innsbruck,https://nominatim.openstreetmap.org/search.php?q=Universit%C3%A4t%20Innsbruck%20Innsbruck%20AT&format=geojson&addressdetails=1&limit=1
310,North Carolina State University,https://nominatim.openstreetmap.org/search.php?q=North%20Carolina%20State%20University%20Carolina%20US&format=geojson&addressdetails=1&limit=1
311,Jagiellonian University,https://nominatim.openstreetmap.org/search.php?q=Jagiellonian%20University%20Krak%C3%B3w%20PL&format=geojson&addressdetails=1&limit=1
312,University Of Johannesburg,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Johannesburg%20Johannesburg%20ZA&format=geojson&addressdetails=1&limit=1
313,Universität Stuttgart,https://nominatim.openstreetmap.org/search.php?q=Universit%C3%A4t%20Stuttgart%20Stuttgart%20DE&format=geojson&addressdetails=1&limit=1
314,Quaid-I-Azam University,https://nominatim.openstreetmap.org/search.php?q=Quaid-I-Azam%20University%20Islamabad%20PK&format=geojson&addressdetails=1&limit=1
315,Rudn University,https://nominatim.openstreetmap.org/search.php?q=Rudn%20University%20Shanghai%20RU&format=geojson&addressdetails=1&limit=1
316,Shanghai University,https://nominatim.openstreetmap.org/search.php?q=Shanghai%20University%20Shanghai%20CN&format=geojson&addressdetails=1&limit=1
317,University Of Notre Dame,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Notre%20Dame%20Notre%20Dame%20US&format=geojson&addressdetails=1&limit=1
318,Simon Fraser University,https://nominatim.openstreetmap.org/search.php?q=Simon%20Fraser%20University%20Burnaby%20CA&format=geojson&addressdetails=1&limit=1
319,University Of Colorado Boulder,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Colorado%20Boulder%20Boulder%20US&format=geojson&addressdetails=1&limit=1
320,L.N. Gumilyov Eurasian National University (Enu),https://nominatim.openstreetmap.org/search.php?q=L.N.%20Gumilyov%20Eurasian%20National%20University%20%20Pretoria%20KZ&format=geojson&addressdetails=1&limit=1
321,National Technical University Of Athens,https://nominatim.openstreetmap.org/search.php?q=National%20Technical%20University%20Of%20Athens%20Athens%20GR&format=geojson&addressdetails=1&limit=1
322,Universidad Politécnica De Madrid (Upm),https://nominatim.openstreetmap.org/search.php?q=Universidad%20Polit%C3%A9cnica%20De%20Madrid%20%20Lleida%20ES&format=geojson&addressdetails=1&limit=1
323,University Of Miami,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Miami%20Miami%20US&format=geojson&addressdetails=1&limit=1
324,University Of Southern Denmark (Sdu),https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Southern%20Denmark%20%20Odense%20DK&format=geojson&addressdetails=1&limit=1
325,Daegu Gyeongbuk Institute Of Science And Technology (Dgist),https://nominatim.openstreetmap.org/search.php?q=Daegu%20Gyeongbuk%20Institute%20Of%20Science%20And%20Technology%20%20Daegu%20KR&format=geojson&addressdetails=1&limit=1
326,Istanbul Technical University,https://nominatim.openstreetmap.org/search.php?q=Istanbul%20Technical%20University%20Istanbul%20TR&format=geojson&addressdetails=1&limit=1
327,Kyung Hee University,https://nominatim.openstreetmap.org/search.php?q=Kyung%20Hee%20University%20Seoul%20KR&format=geojson&addressdetails=1&limit=1
328,Rutgers University–New Brunswick,https://nominatim.openstreetmap.org/search.php?q=Rutgers%20University%E2%80%93New%20Brunswick%20New%20Brunswick%20US&format=geojson&addressdetails=1&limit=1
329,University Of Delhi,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Delhi%20Delhi%20IN&format=geojson&addressdetails=1&limit=1
330,Renmin (People'S) University Of China,https://nominatim.openstreetmap.org/search.php?q=Renmin%20%20University%20Of%20China%20Beijing%20CN&format=geojson&addressdetails=1&limit=1
331,American University Of Sharjah,https://nominatim.openstreetmap.org/search.php?q=American%20University%20Of%20Sharjah%20Sharjah%20AE&format=geojson&addressdetails=1&limit=1
332,University Of East Anglia (Uea),https://nominatim.openstreetmap.org/search.php?q=University%20Of%20East%20Anglia%20%20Norwich%20UK&format=geojson&addressdetails=1&limit=1
333,Université Grenoble Alpes,https://nominatim.openstreetmap.org/search.php?q=Universit%C3%A9%20Grenoble%20Alpes%20Grenoble%20FR&format=geojson&addressdetails=1&limit=1
334,Indian Institute Of Technology Roorkee (Iitr),https://nominatim.openstreetmap.org/search.php?q=Indian%20Institute%20Of%20Technology%20Roorkee%20%20Roorkee%20IN&format=geojson&addressdetails=1&limit=1
335,Flinders University,https://nominatim.openstreetmap.org/search.php?q=Flinders%20University%20Flinders%20AU&format=geojson&addressdetails=1&limit=1
336,Lappeenranta-Lahti University Of Technology Lut,https://nominatim.openstreetmap.org/search.php?q=Lappeenranta-Lahti%20University%20Of%20Technology%20Lut%20Lappeenranta%20FI&format=geojson&addressdetails=1&limit=1
337,Xi’An Jiaotong University,https://nominatim.openstreetmap.org/search.php?q=Xi%E2%80%99An%20Jiaotong%20University%20Xi%27an%20CN&format=geojson&addressdetails=1&limit=1
338,University Of The Philippines,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20The%20Philippines%20Manila%20PH&format=geojson&addressdetails=1&limit=1
339,University Of Saskatchewan,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Saskatchewan%20Saskatoon%20CA&format=geojson&addressdetails=1&limit=1
340,University Of South Australia,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20South%20Australia%20Adelaide%20AU&format=geojson&addressdetails=1&limit=1
341,Brunel University London,https://nominatim.openstreetmap.org/search.php?q=Brunel%20University%20London%20London%20UK&format=geojson&addressdetails=1&limit=1
342,Sharif University Of Technology,https://nominatim.openstreetmap.org/search.php?q=Sharif%20University%20Of%20Technology%20Tehran%20IR&format=geojson&addressdetails=1&limit=1
343,Indian Institute Of Technology Guwahati (Iitg),https://nominatim.openstreetmap.org/search.php?q=Indian%20Institute%20Of%20Technology%20Guwahati%20%20Guwahati%20IN&format=geojson&addressdetails=1&limit=1
344,Tufts University,https://nominatim.openstreetmap.org/search.php?q=Tufts%20University%20Medford%20US&format=geojson&addressdetails=1&limit=1
345,University Of Oulu,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Oulu%20Oulu%20FI&format=geojson&addressdetails=1&limit=1
346,Tilburg University,https://nominatim.openstreetmap.org/search.php?q=Tilburg%20University%20Tilburg%20NL&format=geojson&addressdetails=1&limit=1
347,University Of Naples - Federico Ii,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Naples%20-%20Federico%20Ii%20Naples%20IT&format=geojson&addressdetails=1&limit=1
348,University Of Victoria (Uvic),https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Victoria%20%20Victoria%20CA&format=geojson&addressdetails=1&limit=1
349,Cairo University,https://nominatim.openstreetmap.org/search.php?q=Cairo%20University%20Cairo%20EG&format=geojson&addressdetails=1&limit=1
350,Sciences Po,https://nominatim.openstreetmap.org/search.php?q=Sciences%20Po%20Paris%20FR&format=geojson&addressdetails=1&limit=1
351,"City, University Of London",https://nominatim.openstreetmap.org/search.php?q=City%2C%20University%20Of%20London%20London%20UK&format=geojson&addressdetails=1&limit=1
352,National University Of Sciences And Technology (Nust) Islamabad,https://nominatim.openstreetmap.org/search.php?q=National%20University%20Of%20Sciences%20And%20Technology%20%20Islamabad%20Islamabad%20PK&format=geojson&addressdetails=1&limit=1
353,University Of Pretoria,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Pretoria%20Pretoria%20ZA&format=geojson&addressdetails=1&limit=1
354,Indiana University Bloomington,https://nominatim.openstreetmap.org/search.php?q=Indiana%20University%20Bloomington%20Bloomington%20US&format=geojson&addressdetails=1&limit=1
355,University Of Coimbra,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Coimbra%20Coimbra%20PT&format=geojson&addressdetails=1&limit=1
356,University Of Luxembourg,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Luxembourg%20Luxemburg%20LU&format=geojson&addressdetails=1&limit=1
357,University Of Tartu,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Tartu%20Tartu%20EE&format=geojson&addressdetails=1&limit=1
358,Gwangju Institute Of Science And Technology (Gist),https://nominatim.openstreetmap.org/search.php?q=Gwangju%20Institute%20Of%20Science%20And%20Technology%20%20Gwangju%20KR&format=geojson&addressdetails=1&limit=1
359,Pontificia Universidad Católica Del Perú,https://nominatim.openstreetmap.org/search.php?q=Pontificia%20Universidad%20Cat%C3%B3lica%20Del%20Per%C3%BA%20Lima%20PE&format=geojson&addressdetails=1&limit=1
360,University Of Aveiro,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Aveiro%20Aveiro%20PT&format=geojson&addressdetails=1&limit=1
361,Sultan Qaboos University,https://nominatim.openstreetmap.org/search.php?q=Sultan%20Qaboos%20University%20Muscat%20OM&format=geojson&addressdetails=1&limit=1
362,Nankai University,https://nominatim.openstreetmap.org/search.php?q=Nankai%20University%20Shanghai%20CN&format=geojson&addressdetails=1&limit=1
363,York University,https://nominatim.openstreetmap.org/search.php?q=York%20University%20Toronto%20CA&format=geojson&addressdetails=1&limit=1
364,Saint Petersburg State University,https://nominatim.openstreetmap.org/search.php?q=Saint%20Petersburg%20State%20University%20Saint%20Petersburg%20RU&format=geojson&addressdetails=1&limit=1
365,University Of Illinois At Chicago (Uic),https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Illinois%20At%20Chicago%20%20Chicago%20US&format=geojson&addressdetails=1&limit=1
366,Westfälische Wilhelms-Universität Münster,https://nominatim.openstreetmap.org/search.php?q=Westf%C3%A4lische%20Wilhelms-Universit%C3%A4t%20M%C3%BCnster%20M%C3%BCnster%20DE&format=geojson&addressdetails=1&limit=1
367,Mahidol University,https://nominatim.openstreetmap.org/search.php?q=Mahidol%20University%20Bangkok%20TH&format=geojson&addressdetails=1&limit=1
368,University Of Jordan,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Jordan%20Amman%20JO&format=geojson&addressdetails=1&limit=1
369,University Of Tehran,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Tehran%20Tehran%20IR&format=geojson&addressdetails=1&limit=1
370,George Washington University,https://nominatim.openstreetmap.org/search.php?q=George%20Washington%20University%20Washington%20US&format=geojson&addressdetails=1&limit=1
371,Lincoln University,https://nominatim.openstreetmap.org/search.php?q=Lincoln%20University%20Lincoln%20NZ&format=geojson&addressdetails=1&limit=1
372,Universitat Politècnica De Catalunya · Barcelonatech (Upc),https://nominatim.openstreetmap.org/search.php?q=Universitat%20Polit%C3%A8cnica%20De%20Catalunya%20%C2%B7%20Barcelonatech%20%20Castro%20ES&format=geojson&addressdetails=1&limit=1
373,University Of Turin,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Turin%20Turin%20IT&format=geojson&addressdetails=1&limit=1
374,University Of Florence,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Florence%20Florence%20IT&format=geojson&addressdetails=1&limit=1
375,University Of Turku,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Turku%20Turku%20FI&format=geojson&addressdetails=1&limit=1
376,Tianjin University,https://nominatim.openstreetmap.org/search.php?q=Tianjin%20University%20Tianjin%20CN&format=geojson&addressdetails=1&limit=1
377,Pontificia Universidad Javeriana,https://nominatim.openstreetmap.org/search.php?q=Pontificia%20Universidad%20Javeriana%20Bogot%C3%A1%20CO&format=geojson&addressdetails=1&limit=1
378,University Of Tsukuba,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Tsukuba%20Tsukuba%20JP&format=geojson&addressdetails=1&limit=1
379,Technische Universität Bergakademie Freiberg,https://nominatim.openstreetmap.org/search.php?q=Technische%20Universit%C3%A4t%20Bergakademie%20Freiberg%20Houston%20DE&format=geojson&addressdetails=1&limit=1
380,University Of Kent,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Kent%20Canterbury%20UK&format=geojson&addressdetails=1&limit=1
381,University Of Pisa,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Pisa%20Pisa%20IT&format=geojson&addressdetails=1&limit=1
382,Anna University,https://nominatim.openstreetmap.org/search.php?q=Anna%20University%20Chennai%20IN&format=geojson&addressdetails=1&limit=1
383,Western Sydney University,https://nominatim.openstreetmap.org/search.php?q=Western%20Sydney%20University%20Sydney%20AU&format=geojson&addressdetails=1&limit=1
384,Shandong University,https://nominatim.openstreetmap.org/search.php?q=Shandong%20University%20Jinan%20CN&format=geojson&addressdetails=1&limit=1
385,Universiti Brunei Darussalam (Ubd),https://nominatim.openstreetmap.org/search.php?q=Universiti%20Brunei%20Darussalam%20%20Ulm%20BN&format=geojson&addressdetails=1&limit=1
386,Belarusian State University,https://nominatim.openstreetmap.org/search.php?q=Belarusian%20State%20University%20Minsk%20BY&format=geojson&addressdetails=1&limit=1
387,Universidade Nova De Lisboa,https://nominatim.openstreetmap.org/search.php?q=Universidade%20Nova%20De%20Lisboa%20Quebec%20PT&format=geojson&addressdetails=1&limit=1
388,Università Vita-Salute San Raffaele,https://nominatim.openstreetmap.org/search.php?q=Universit%C3%A0%20Vita-Salute%20San%20Raffaele%20Milan%20IT&format=geojson&addressdetails=1&limit=1
389,University Of Cyprus (Ucy),https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Cyprus%20%20Nicosia%20CY&format=geojson&addressdetails=1&limit=1
390,Virginia Polytechnic Institute And State University,https://nominatim.openstreetmap.org/search.php?q=Virginia%20Polytechnic%20Institute%20And%20State%20University%20Pretoria%20US&format=geojson&addressdetails=1&limit=1
391,National Taiwan University Of Science And Technology (Taiwan Tech),https://nominatim.openstreetmap.org/search.php?q=National%20Taiwan%20University%20Of%20Science%20And%20Technology%20%20Taipei%20TW&format=geojson&addressdetails=1&limit=1
392,National And Kapodistrian University Of Athens,https://nominatim.openstreetmap.org/search.php?q=National%20And%20Kapodistrian%20University%20Of%20Athens%20Athens%20GR&format=geojson&addressdetails=1&limit=1
393,"University Of California, Santa Cruz",https://nominatim.openstreetmap.org/search.php?q=University%20Of%20California%2C%20Santa%20Cruz%20Santa%20Cruz%20US&format=geojson&addressdetails=1&limit=1
394,"University Of Rome ""Tor Vergata""",https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Rome%20%22Tor%20Vergata%22%20Rome%20IT&format=geojson&addressdetails=1&limit=1
395,Northeastern University,https://nominatim.openstreetmap.org/search.php?q=Northeastern%20University%20Boston%20US&format=geojson&addressdetails=1&limit=1
396,Ruhr-Universität Bochum,https://nominatim.openstreetmap.org/search.php?q=Ruhr-Universit%C3%A4t%20Bochum%20Bochum%20DE&format=geojson&addressdetails=1&limit=1
397,Sejong University,https://nominatim.openstreetmap.org/search.php?q=Sejong%20University%20Seoul%20KR&format=geojson&addressdetails=1&limit=1
398,Université De Liège,https://nominatim.openstreetmap.org/search.php?q=Universit%C3%A9%20De%20Li%C3%A8ge%20Castro%20BE&format=geojson&addressdetails=1&limit=1
399,University Of Southern Queensland,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Southern%20Queensland%20Toowoomba%20AU&format=geojson&addressdetails=1&limit=1
400,Kazan (Volga Region) Federal University,https://nominatim.openstreetmap.org/search.php?q=Kazan%20%20Federal%20University%20Pretoria%20RU&format=geojson&addressdetails=1&limit=1
401,Koç University,https://nominatim.openstreetmap.org/search.php?q=Ko%C3%A7%20University%20Istanbul%20TR&format=geojson&addressdetails=1&limit=1
402,Amirkabir University Of Technology,https://nominatim.openstreetmap.org/search.php?q=Amirkabir%20University%20Of%20Technology%20Tehran%20IR&format=geojson&addressdetails=1&limit=1
403,University Of Canberra,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Canberra%20Canberra%20AU&format=geojson&addressdetails=1&limit=1
404,Institut National Des Sciences Appliquées De Lyon (Insa),https://nominatim.openstreetmap.org/search.php?q=Institut%20National%20Des%20Sciences%20Appliqu%C3%A9es%20De%20Lyon%20%20Lyon%20FR&format=geojson&addressdetails=1&limit=1
405,Satbayev University,https://nominatim.openstreetmap.org/search.php?q=Satbayev%20University%20Mexico%20KZ&format=geojson&addressdetails=1&limit=1
406,Usi - Università Della Svizzera Italiana,https://nominatim.openstreetmap.org/search.php?q=Usi%20-%20Universit%C3%A0%20Della%20Svizzera%20Italiana%20Taichung%20CH&format=geojson&addressdetails=1&limit=1
407,"Birkbeck, University Of London",https://nominatim.openstreetmap.org/search.php?q=Birkbeck%2C%20University%20Of%20London%20London%20UK&format=geojson&addressdetails=1&limit=1
408,Masaryk University,https://nominatim.openstreetmap.org/search.php?q=Masaryk%20University%20Brno%20CZ&format=geojson&addressdetails=1&limit=1
409,Hse University,https://nominatim.openstreetmap.org/search.php?q=Hse%20University%20Hasselt%20RU&format=geojson&addressdetails=1&limit=1
410,The American University In Cairo,https://nominatim.openstreetmap.org/search.php?q=The%20American%20University%20In%20Cairo%20Cairo%20EG&format=geojson&addressdetails=1&limit=1
411,Auckland University Of Technology (Aut),https://nominatim.openstreetmap.org/search.php?q=Auckland%20University%20Of%20Technology%20%20Auckland%20NZ&format=geojson&addressdetails=1&limit=1
412,Graz University Of Technology,https://nominatim.openstreetmap.org/search.php?q=Graz%20University%20Of%20Technology%20Graz%20AT&format=geojson&addressdetails=1&limit=1
413,Yeshiva University,https://nominatim.openstreetmap.org/search.php?q=Yeshiva%20University%20New%20York%20US&format=geojson&addressdetails=1&limit=1
414,Concordia University,https://nominatim.openstreetmap.org/search.php?q=Concordia%20University%20Montreal%20CA&format=geojson&addressdetails=1&limit=1
415,Oxford Brookes University,https://nominatim.openstreetmap.org/search.php?q=Oxford%20Brookes%20University%20Oxford%20UK&format=geojson&addressdetails=1&limit=1
416,Technion - Israel Institute Of Technology,https://nominatim.openstreetmap.org/search.php?q=Technion%20-%20Israel%20Institute%20Of%20Technology%20Haifa%20IL&format=geojson&addressdetails=1&limit=1
417,University Of Dundee,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Dundee%20Dundee%20UK&format=geojson&addressdetails=1&limit=1
418,Bo?Aziçi University,https://nominatim.openstreetmap.org/search.php?q=Bo%3FAzi%C3%A7i%20University%20Istanbul%20TR&format=geojson&addressdetails=1&limit=1
419,Czech Technical University In Prague,https://nominatim.openstreetmap.org/search.php?q=Czech%20Technical%20University%20In%20Prague%20Prague%20CZ&format=geojson&addressdetails=1&limit=1
420,Dublin City University,https://nominatim.openstreetmap.org/search.php?q=Dublin%20City%20University%20Dublin%20IE&format=geojson&addressdetails=1&limit=1
421,University Of Limerick,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Limerick%20Limerick%20IE&format=geojson&addressdetails=1&limit=1
422,Aston University,https://nominatim.openstreetmap.org/search.php?q=Aston%20University%20Birmingham%20UK&format=geojson&addressdetails=1&limit=1
423,Université Laval,https://nominatim.openstreetmap.org/search.php?q=Universit%C3%A9%20Laval%20Quebec%20CA&format=geojson&addressdetails=1&limit=1
424,National Taipei University Of Technology,https://nominatim.openstreetmap.org/search.php?q=National%20Taipei%20University%20Of%20Technology%20Taipei%20TW&format=geojson&addressdetails=1&limit=1
425,Ipb University (A.K.A. Bogor Agricultural University),https://nominatim.openstreetmap.org/search.php?q=Ipb%20University%20%20Pretoria%20ID&format=geojson&addressdetails=1&limit=1
426,Leibniz University Hannover,https://nominatim.openstreetmap.org/search.php?q=Leibniz%20University%20Hannover%20Hanover%20DE&format=geojson&addressdetails=1&limit=1
427,Julius-Maximilians-Universität Würzburg,https://nominatim.openstreetmap.org/search.php?q=Julius-Maximilians-Universit%C3%A4t%20W%C3%BCrzburg%20W%C3%BCrzburg%20DE&format=geojson&addressdetails=1&limit=1
428,Central South University,https://nominatim.openstreetmap.org/search.php?q=Central%20South%20University%20Changsha%20CN&format=geojson&addressdetails=1&limit=1
429,University Of Science And Technology Beijing,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Science%20And%20Technology%20Beijing%20Beijing%20CN&format=geojson&addressdetails=1&limit=1
430,University Of Electronic Science And Technology Of China,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Electronic%20Science%20And%20Technology%20Of%20China%20Chengdu%20CN&format=geojson&addressdetails=1&limit=1
431,Tomsk State University,https://nominatim.openstreetmap.org/search.php?q=Tomsk%20State%20University%20Tomsk%20RU&format=geojson&addressdetails=1&limit=1
432,University Of Granada,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Granada%20Granada%20ES&format=geojson&addressdetails=1&limit=1
433,University Of Sharjah,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Sharjah%20Sharjah%20AE&format=geojson&addressdetails=1&limit=1
434,Ie University,https://nominatim.openstreetmap.org/search.php?q=Ie%20University%20Gimhae%20ES&format=geojson&addressdetails=1&limit=1
435,Iran University Of Science And Technology,https://nominatim.openstreetmap.org/search.php?q=Iran%20University%20Of%20Science%20And%20Technology%20Tehran%20IR&format=geojson&addressdetails=1&limit=1
436,Murdoch University,https://nominatim.openstreetmap.org/search.php?q=Murdoch%20University%20Perth%20AU&format=geojson&addressdetails=1&limit=1
437,Universitat Politècnica De València,https://nominatim.openstreetmap.org/search.php?q=Universitat%20Polit%C3%A8cnica%20De%20Val%C3%A8ncia%20Lleida%20ES&format=geojson&addressdetails=1&limit=1
438,Vilnius University,https://nominatim.openstreetmap.org/search.php?q=Vilnius%20University%20Vilnius%20LT&format=geojson&addressdetails=1&limit=1
439,Singapore University Of Technology And Design,https://nominatim.openstreetmap.org/search.php?q=Singapore%20University%20Of%20Technology%20And%20Design%20Singapore%20SG&format=geojson&addressdetails=1&limit=1
440,Università Degli Studi Di Pavia,https://nominatim.openstreetmap.org/search.php?q=Universit%C3%A0%20Degli%20Studi%20Di%20Pavia%20Pavia%20IT&format=geojson&addressdetails=1&limit=1
441,Colorado State University,https://nominatim.openstreetmap.org/search.php?q=Colorado%20State%20University%20Fort%20Collins%20US&format=geojson&addressdetails=1&limit=1
442,Novosibirsk State University,https://nominatim.openstreetmap.org/search.php?q=Novosibirsk%20State%20University%20Novosibirsk%20RU&format=geojson&addressdetails=1&limit=1
443,Università Cattolica Del Sacro Cuore,https://nominatim.openstreetmap.org/search.php?q=Universit%C3%A0%C2%A0Cattolica%20Del%20Sacro%20Cuore%20Izmir%20IT&format=geojson&addressdetails=1&limit=1
444,James Cook University,https://nominatim.openstreetmap.org/search.php?q=James%20Cook%20University%20Townsville%20AU&format=geojson&addressdetails=1&limit=1
445,Justus-Liebig-University Giessen,https://nominatim.openstreetmap.org/search.php?q=Justus-Liebig-University%20Giessen%20Giessen%20DE&format=geojson&addressdetails=1&limit=1
446,Universitat De Valencia,https://nominatim.openstreetmap.org/search.php?q=Universitat%20De%20Valencia%20Lleida%20ES&format=geojson&addressdetails=1&limit=1
447,Southern University Of Science And Technology,https://nominatim.openstreetmap.org/search.php?q=Southern%20University%20Of%20Science%20And%20Technology%20Shenzhen%20CN&format=geojson&addressdetails=1&limit=1
448,South China University Of Technology,https://nominatim.openstreetmap.org/search.php?q=South%20China%20University%20Of%20Technology%20Guangzhou%20CN&format=geojson&addressdetails=1&limit=1
449,Université De Montpellier,https://nominatim.openstreetmap.org/search.php?q=Universit%C3%A9%20De%20Montpellier%20Montpellier%20FR&format=geojson&addressdetails=1&limit=1
450,Hunan University,https://nominatim.openstreetmap.org/search.php?q=Hunan%20University%20Changsha%20CN&format=geojson&addressdetails=1&limit=1
451,Nanjing University Of Science And Technology,https://nominatim.openstreetmap.org/search.php?q=Nanjing%20University%20Of%20Science%20And%20Technology%20Nanjing%20CN&format=geojson&addressdetails=1&limit=1
452,National Taiwan Normal University,https://nominatim.openstreetmap.org/search.php?q=National%20Taiwan%20Normal%20University%20Taipei%20TW&format=geojson&addressdetails=1&limit=1
453,University Of Kansas,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Kansas%20Lawrence%20US&format=geojson&addressdetails=1&limit=1
454,University Of Stirling,https://nominatim.openstreetmap.org/search.php?q=University%20Of%20Stirling%20Stirling%20UK&format=geojson&addressdetails=1&limit=1
455,Moscow Institute Of Physics And Technology (Mipt / Moscow Phystech),https://nominatim.openstreetmap.org/search.php?q=Moscow%20Institute%20Of%20Physics%20And%20Technology%20%20Moscow%20RU&format=geojson&addressdetails=1&limit=1
456,Umea University,https://nominatim.openstreetmap.org/search.php?q=Umea%20University%20Ume%C3%A5%20SE&format=geojson&addressdetails=1&limit=1
