Rank,Country,Cost of Living Index,Rent Index,Cost of Living Plus Rent Index,Groceries Index,Restaurant Price Index,Local Purchasing Power Index,Year
77,Zambia,44.7,21.9,33.8,33.8,32.3,89.9,2017
78,Thailand,43.7,14.9,29.9,48.3,21.4,34.3,2017
79,South Africa,43.1,16.3,30.3,36.3,40.2,99.0,2017
80,Hungary,42.8,12.7,28.3,33.6,32.7,47.5,2017
81,Russia,42.0,17.6,30.3,33.6,43.8,48.3,2017
82,Czech Republic,41.2,14.8,28.6,35.8,28.0,76.2,2017
83,Indonesia,41.1,11.7,27.0,45.8,20.3,27.6,2017
84,Malaysia,40.2,11.2,26.3,42.4,20.9,73.3,2017
85,Vietnam,40.1,15.5,28.3,39.6,20.5,24.8,2017
86,Peru,39.5,17.2,28.8,36.2,25.5,41.2,2017
87,Montenegro,39.3,9.5,25.1,31.1,35.0,46.6,2017
88,Kenya,39.0,9.7,25.0,37.6,30.0,31.0,2017
89,Bolivia,38.7,11.1,25.4,32.1,28.0,46.7,2017
90,Turkey,38.6,10.6,25.2,33.5,26.4,55.6,2017
91,Venezuela,38.3,7.5,23.5,39.4,37.3,3.3,2017
92,Iran,38.3,17.0,28.1,33.5,33.2,43.2,2017
93,Poland,38.1,13.9,26.5,29.7,31.5,71.8,2017
94,Nigeria,36.8,17.6,27.6,37.0,22.4,25.2,2017
95,Bulgaria,36.5,8.9,23.3,30.5,29.6,51.4,2017
96,Bangladesh,36.1,5.6,21.5,32.7,24.9,37.0,2017
97,Romania,35.6,9.6,23.2,29.0,30.2,53.4,2017
98,Morocco,35.5,10.4,23.5,31.5,23.9,41.2,2017
99,Bosnia And Herzegovina,35.0,6.2,21.2,29.8,24.2,51.3,2017
100,Philippines,34.7,7.3,21.6,33.9,19.9,36.0,2017
101,Colombia,34.4,10.7,23.1,28.8,25.0,37.6,2017
102,Uganda,34.1,6.8,21.1,29.4,20.8,19.4,2017
103,Armenia,33.9,9.9,22.4,26.8,31.0,32.9,2017
104,Belarus,33.8,12.2,23.5,27.2,37.6,36.4,2017
105,Serbia,33.8,7.2,21.1,25.0,27.2,40.8,2017
106,Sri Lanka,33.5,8.7,21.6,36.8,19.5,30.3,2017
107,Albania,32.4,6.3,19.9,26.1,25.1,34.5,2017
108,Algeria,32.4,6.8,20.1,32.5,20.1,36.7,2017
109,North Macedonia,30.9,6.0,19.0,25.4,20.7,39.8,2017
110,Kazakhstan,30.7,11.3,21.4,24.8,32.0,44.8,2017
111,Nepal,30.0,3.4,17.2,26.4,16.3,25.1,2017
112,Mexico,29.8,8.4,19.5,28.1,25.8,60.1,2017
113,Tunisia,28.7,6.1,17.9,27.6,16.9,40.2,2017
114,Moldova,28.4,7.9,18.5,22.0,20.3,29.4,2017
115,Syria,28.3,6.0,17.6,26.7,22.2,14.1,2017
116,Azerbaijan,27.8,10.7,19.6,22.9,29.2,30.8,2017
117,Georgia,27.4,8.6,18.4,22.3,26.7,33.0,2017
118,Pakistan,27.2,5.0,16.6,24.8,21.0,39.9,2017
119,Ukraine,26.2,9.4,18.1,19.9,19.7,26.9,2017
120,India,25.1,6.8,16.3,25.2,16.4,76.7,2017
121,Egypt,22.4,5.0,14.1,19.0,18.6,29.4,2017
1,Bermuda,144.9,100.7,123.6,143.4,151.6,104.2,2018
2,Switzerland,131.4,53.8,94.0,133.3,131.9,126.1,2018
3,Iceland,124.0,54.6,90.5,119.0,132.6,87.8,2018
4,Norway,113.7,40.9,78.6,106.5,125.0,108.0,2018
5,Bahamas,100.7,35.3,69.2,88.4,102.1,71.4,2018
6,Luxembourg,96.6,59.9,78.9,85.0,107.9,116.7,2018
7,Denmark,93.3,36.6,66.0,72.5,113.4,117.5,2018
8,Singapore,91.4,71.9,82.0,83.6,64.4,95.9,2018
9,Japan,86.6,25.6,57.2,91.6,49.2,107.4,2018
10,Israel,86.5,35.6,62.0,72.4,94.9,102.3,2018
11,Ireland,85.4,47.2,67.0,69.5,93.2,96.1,2018
12,Australia,84.3,41.8,63.8,80.7,81.6,123.0,2018
13,France,83.9,28.6,57.2,78.1,81.9,101.2,2018
14,Sweden,83.7,28.0,56.8,76.1,86.7,113.0,2018
15,New Zealand,83.4,33.8,59.5,77.0,79.0,98.6,2018
16,Belgium,83.3,28.1,56.7,72.8,93.2,98.9,2018
17,South Korea,82.9,23.4,54.2,99.7,49.0,109.4,2018
18,Netherlands,82.7,36.2,60.3,65.8,92.7,109.5,2018
19,Finland,81.7,29.7,56.6,68.8,86.9,119.4,2018
20,Austria,81.5,29.3,56.3,76.8,75.8,98.7,2018
21,Italy,79.1,23.1,52.1,68.0,84.7,81.1,2018
22,Hong Kong,78.7,79.5,79.1,83.5,56.2,82.9,2018
23,United Kingdom,75.8,33.4,55.4,61.0,83.9,108.5,2018
24,Germany,74.3,29.1,52.5,58.9,71.2,125.0,2018
25,United States,73.0,38.5,56.3,73.9,70.0,127.6,2018
26,Canada,72.5,30.8,52.4,71.4,68.7,118.9,2018
27,Malta,70.9,29.3,50.9,59.8,75.1,66.2,2018
28,United Arab Emirates,67.2,60.7,64.1,55.6,63.3,124.8,2018
29,Puerto Rico,67.0,18.7,43.7,66.3,55.7,103.8,2018
30,Uruguay,66.9,20.0,44.3,54.5,69.2,34.3,2018
31,Taiwan,65.4,15.1,41.1,79.2,28.9,106.4,2018
32,Qatar,65.4,65.3,65.3,57.5,64.8,125.0,2018
33,Greece,63.2,11.8,38.4,50.9,61.7,53.8,2018
34,Spain,61.8,22.2,42.7,51.3,60.6,90.7,2018
35,Jamaica,60.6,12.5,37.4,60.2,39.7,35.3,2018
36,Cyprus,60.3,15.4,38.7,49.7,65.4,94.8,2018
37,Lebanon,60.2,27.9,44.7,46.2,58.7,56.4,2018
38,Ghana,59.8,32.8,46.8,54.9,37.4,16.0,2018
39,Slovenia,59.6,15.5,38.4,50.8,48.9,80.3,2018
40,Bahrain,59.6,31.0,45.8,58.0,54.2,72.3,2018
41,Palestine,58.2,10.3,35.1,54.4,41.8,60.2,2018
42,Estonia,57.6,15.8,37.5,43.8,56.8,74.8,2018
43,Kuwait,56.9,36.3,47.0,44.0,48.5,100.6,2018
44,Costa Rica,56.2,17.6,37.6,55.6,45.9,54.7,2018
45,Portugal,55.9,20.4,38.8,45.5,46.8,62.0,2018
46,Chile,55.2,16.6,36.6,47.8,51.4,54.5,2018
47,Jordan,55.1,12.1,34.3,46.5,52.7,43.4,2018
48,Croatia,55.1,12.0,34.3,46.3,43.4,59.8,2018
49,Mauritius,55.0,13.3,34.9,49.5,39.4,46.7,2018
50,Trinidad And Tobago,54.6,18.8,37.3,53.4,50.3,54.9,2018
51,Argentina,53.7,13.8,34.5,44.6,53.7,60.2,2018
52,Latvia,53.4,13.3,34.1,42.5,48.0,53.1,2018
53,Lithuania,53.2,15.2,34.9,41.7,48.9,57.3,2018
54,Panama,52.4,26.6,40.0,53.0,44.3,39.1,2018
55,Brazil,51.3,13.9,33.3,39.7,41.2,41.6,2018
56,Slovakia,50.4,18.9,35.2,43.7,37.3,67.3,2018
57,Czech Republic,50.1,19.1,35.1,43.6,36.0,76.3,2018
58,Zimbabwe,49.5,12.3,31.6,44.3,37.7,27.3,2018
59,Oman,49.3,20.3,35.3,46.7,46.2,99.2,2018
60,Thailand,48.9,17.1,33.6,54.9,23.9,38.6,2018
61,Hungary,48.6,15.4,32.6,38.6,37.4,50.6,2018
62,South Africa,48.1,17.9,33.5,40.7,45.7,99.8,2018
63,Dominican Republic,47.9,10.3,29.8,41.9,43.6,27.4,2018
64,El Salvador,47.9,11.4,30.3,46.8,36.2,30.9,2018
65,Saudi Arabia,47.9,13.5,31.3,42.0,32.0,131.5,2018
66,Ethiopia,47.5,24.0,36.2,39.1,20.2,15.0,2018
67,Guatemala,46.9,14.6,31.3,44.6,36.8,41.3,2018
68,Zambia,46.5,19.5,33.5,40.4,33.5,101.3,2018
69,Cambodia,45.9,13.6,30.3,49.3,23.1,14.9,2018
70,Poland,45.2,16.6,31.4,35.9,37.7,74.4,2018
71,Tanzania,45.0,19.0,32.4,34.5,29.4,23.1,2018
72,Malaysia,44.7,11.5,28.7,48.2,23.2,73.0,2018
73,China,44.6,18.4,31.9,47.7,29.6,72.3,2018
74,Montenegro,44.4,10.8,28.2,35.8,38.1,48.7,2018
75,Ecuador,44.3,11.2,28.3,42.9,30.8,39.4,2018
76,Honduras,44.3,10.6,28.1,36.6,33.0,34.9,2018
77,Russia,43.9,16.6,30.7,35.9,45.9,51.1,2018
78,Iraq,43.9,12.8,28.9,37.7,38.4,51.2,2018
79,Turkey,41.8,10.4,26.6,36.2,31.2,53.8,2018
80,Bulgaria,41.2,9.8,26.1,35.2,33.6,54.4,2018
81,Indonesia,39.7,8.5,24.7,43.5,19.5,37.5,2018
82,Romania,39.7,10.9,25.8,32.8,33.3,66.2,2018
83,Peru,39.6,14.4,27.5,35.9,26.3,37.1,2018
84,Serbia,39.6,8.4,24.6,30.0,31.5,41.8,2018
85,Vietnam,39.4,15.1,27.7,39.1,20.0,30.1,2018
86,Bosnia And Herzegovina,39.3,6.9,23.7,33.8,26.7,52.4,2018
87,Kenya,38.7,8.7,24.2,36.6,31.6,32.1,2018
88,Albania,37.9,7.3,23.1,30.9,29.1,37.0,2018
89,Morocco,37.1,11.5,24.7,33.3,25.8,45.1,2018
90,Bolivia,36.5,9.9,23.7,28.8,28.5,44.7,2018
91,Philippines,36.0,8.0,22.5,34.3,20.9,34.0,2018
92,Colombia,35.3,10.1,23.2,29.5,26.7,38.6,2018
93,North Macedonia,34.8,6.9,21.4,28.7,23.6,42.6,2018
94,Nigeria,34.7,16.0,25.6,35.8,22.1,19.6,2018
95,Iran,34.6,15.9,25.6,31.0,27.3,45.6,2018
96,Sri Lanka,34.3,8.3,21.8,38.4,19.7,29.6,2018
97,Kazakhstan,34.3,11.2,23.2,28.1,35.4,40.8,2018
98,Belarus,34.1,10.6,22.7,27.9,35.8,41.3,2018
99,Mexico,33.6,9.5,22.0,32.2,29.5,58.2,2018
100,Armenia,33.5,8.8,21.6,27.8,31.2,31.8,2018
101,Moldova,33.1,8.8,21.4,26.6,23.5,29.3,2018
102,Uganda,32.7,6.8,20.2,28.3,23.2,21.4,2018
103,Nepal,32.6,4.4,19.0,30.2,19.0,25.3,2018
104,Venezuela,32.2,7.6,20.3,33.8,26.7,4.0,2018
105,Algeria,32.1,6.0,19.5,33.8,17.6,36.0,2018
106,Bangladesh,32.0,5.5,19.2,30.2,21.2,39.6,2018
107,Azerbaijan,30.6,9.5,20.4,27.4,30.6,28.7,2018
108,Georgia,29.7,9.8,20.1,24.6,29.2,35.5,2018
109,Kosovo (Disputed Territory),29.4,8.6,19.4,26.3,21.0,59.2,2018
110,Syria,27.8,5.1,16.9,26.2,22.2,11.3,2018
111,Tunisia,27.7,5.8,17.1,26.4,17.1,38.2,2018
112,India,26.9,6.8,17.2,27.5,18.3,79.3,2018
113,Ukraine,26.0,8.9,17.7,20.4,18.6,30.2,2018
114,Egypt,25.7,5.1,15.7,23.0,21.0,24.7,2018
115,Pakistan,25.1,5.3,15.5,23.8,19.0,41.1,2018
1,Switzerland,121.2,50.2,87.1,120.8,123.1,129.7,2019
2,Iceland,101.9,48.3,76.1,92.1,111.8,91.8,2019
3,Norway,101.0,37.3,70.4,92.7,111.5,103.6,2019
4,Bahamas,92.4,33.5,64.1,77.0,99.9,57.0,2019
5,Luxembourg,86.1,55.6,71.5,75.1,96.1,106.3,2019
6,Japan,83.3,28.0,56.7,83.6,48.8,103.1,2019
7,Denmark,81.4,32.9,58.1,63.6,95.1,114.4,2019
8,Hong Kong,78.1,76.8,77.5,80.3,56.1,69.3,2019
9,South Korea,76.9,22.2,50.7,89.7,44.8,103.4,2019
10,Ireland,75.3,41.8,59.2,59.1,82.6,95.1,2019
11,France,74.9,26.2,51.5,68.3,75.4,91.6,2019
12,Netherlands,74.8,34.7,55.6,58.8,83.5,102.5,2019
13,Israel,74.3,29.4,52.7,61.9,80.8,92.5,2019
14,Belgium,73.0,25.8,50.3,60.9,83.4,95.1,2019
15,Finland,72.8,26.1,50.4,60.0,77.9,112.3,2019
16,New Zealand,72.6,31.6,52.9,65.7,68.8,101.1,2019
17,Australia,72.1,35.5,54.5,66.9,70.7,122.9,2019
18,Austria,71.8,27.6,50.6,65.6,70.1,96.7,2019
19,Sweden,71.6,26.0,49.7,63.5,75.0,111.4,2019
20,United States,69.9,39.0,55.1,67.4,69.3,122.0,2019
21,Singapore,69.8,53.1,61.8,57.5,46.7,103.8,2019
22,Italy,69.2,21.7,46.4,58.3,75.7,77.5,2019
23,Germany,67.6,26.8,48.0,54.3,63.6,116.2,2019
24,United Kingdom,65.3,28.6,47.7,51.9,72.4,105.7,2019
25,Canada,65.0,28.3,47.4,62.4,61.8,109.4,2019
26,Puerto Rico,63.8,18.0,41.8,61.7,54.8,98.4,2019
27,Malta,63.3,28.7,46.7,51.2,67.3,59.7,2019
28,Taiwan,59.8,23.4,42.3,69.6,26.9,56.4,2019
29,Qatar,59.1,46.6,53.1,47.7,61.9,138.3,2019
30,Jamaica,58.8,14.7,37.6,58.8,42.3,34.7,2019
31,Lebanon,58.1,26.9,43.1,43.3,56.8,54.0,2019
32,Uruguay,57.3,16.2,37.6,45.1,56.3,47.8,2019
33,Bahrain,56.7,29.6,43.7,51.2,52.2,74.6,2019
34,Greece,56.7,10.8,34.6,43.7,54.8,49.6,2019
35,United Arab Emirates,56.2,41.0,48.9,43.2,53.9,119.6,2019
36,Cyprus,55.6,20.2,38.6,44.3,59.8,75.3,2019
37,Jordan,55.0,11.9,34.3,44.4,52.3,41.7,2019
38,Spain,54.7,20.7,38.4,44.0,54.1,83.8,2019
39,Slovenia,52.5,15.4,34.7,43.3,43.8,75.4,2019
40,Mauritius,52.4,11.5,32.8,47.9,39.1,39.8,2019
41,Myanmar,52.4,24.7,39.1,54.8,20.2,14.0,2019
42,Trinidad And Tobago,52.1,17.1,35.3,50.0,46.0,57.0,2019
43,Zimbabwe,51.6,11.7,32.4,45.7,36.8,27.7,2019
44,Kuwait,51.5,32.9,42.6,39.9,47.3,102.0,2019
45,Panama,51.4,24.6,38.6,48.2,47.1,41.3,2019
46,Ghana,51.1,31.6,41.7,44.8,31.7,18.7,2019
47,Estonia,51.0,15.4,33.9,37.1,51.2,76.0,2019
48,Fiji,50.9,22.7,37.4,57.6,36.5,35.4,2019
49,Costa Rica,50.9,15.5,33.9,47.9,42.6,47.1,2019
50,Portugal,50.4,21.1,36.3,40.2,43.1,55.2,2019
51,Palestine,50.2,9.0,30.4,43.9,37.3,57.2,2019
52,Belize,49.4,8.8,29.9,42.9,36.7,70.8,2019
53,Latvia,49.2,12.0,31.4,36.7,45.5,55.2,2019
54,Croatia,49.2,11.6,31.1,40.3,40.4,60.3,2019
55,Chile,47.7,15.2,32.1,40.5,45.1,54.1,2019
56,Saudi Arabia,47.6,11.4,30.2,39.1,30.9,118.6,2019
57,Thailand,47.5,17.7,33.2,50.0,24.6,40.9,2019
58,Cambodia,46.8,14.4,31.3,44.2,24.4,12.5,2019
59,Oman,46.2,19.9,33.6,40.0,44.4,88.5,2019
60,El Salvador,46.1,14.2,30.8,45.6,35.5,30.1,2019
61,Lithuania,45.9,12.9,30.1,35.4,43.9,60.3,2019
62,Nicaragua,45.8,9.5,28.4,46.4,31.1,24.5,2019
63,Czech Republic,45.1,18.3,32.2,38.1,33.2,71.3,2019
64,Slovakia,45.0,16.1,31.1,38.5,33.6,63.2,2019
65,Dominican Republic,44.9,10.2,28.3,35.7,42.4,26.0,2019
66,Namibia,43.2,17.5,30.8,39.9,38.6,63.6,2019
67,Brazil,42.8,11.5,27.7,31.3,34.8,37.4,2019
68,South Africa,42.5,16.5,30.0,33.9,40.8,83.0,2019
69,Honduras,42.1,10.8,27.1,33.6,31.5,35.2,2019
70,Hungary,42.0,13.6,28.4,32.4,33.4,54.7,2019
71,Ecuador,42.0,11.6,27.4,37.9,29.4,40.8,2019
72,Guatemala,41.7,13.9,28.4,38.0,32.3,41.8,2019
73,Cuba,40.5,8.1,24.9,34.3,28.3,2.5,2019
74,Iraq,39.6,11.5,26.1,34.1,31.8,47.6,2019
75,Montenegro,39.6,9.9,25.4,30.8,34.2,46.3,2019
76,Malaysia,39.4,10.9,25.7,39.7,22.7,73.1,2019
77,China,39.2,17.4,28.7,39.9,28.2,69.0,2019
78,Poland,39.1,14.9,27.5,30.7,32.7,70.0,2019
79,Kenya,38.2,10.0,24.7,33.2,31.2,32.5,2019
80,Vietnam,37.7,13.1,25.9,37.9,18.9,33.3,2019
81,Bulgaria,37.2,9.2,23.7,31.1,29.9,52.2,2019
82,Peru,37.2,12.0,25.1,32.7,23.7,37.5,2019
83,Romania,36.5,10.0,23.7,29.9,32.3,61.2,2019
84,Indonesia,36.2,8.4,22.9,38.1,18.0,33.0,2019
85,Albania,36.2,8.2,22.7,28.6,29.3,33.8,2019
86,Iran,35.8,16.9,26.7,32.6,26.9,37.7,2019
87,Bosnia And Herzegovina,35.7,6.3,21.6,28.8,23.8,49.2,2019
88,Russia,35.5,12.7,24.5,29.2,37.0,45.4,2019
89,Serbia,35.4,8.1,22.3,26.3,27.8,39.9,2019
90,Turkey,35.2,7.2,21.8,30.4,23.7,45.3,2019
91,Philippines,35.1,8.1,22.1,32.6,19.7,29.5,2019
92,Tanzania,34.7,16.0,25.8,28.6,25.2,22.7,2019
93,Bolivia,34.4,10.9,23.1,26.9,28.0,44.0,2019
94,Morocco,34.0,9.5,22.2,29.9,23.9,41.4,2019
95,Belarus,33.1,10.0,22.0,27.8,36.0,44.6,2019
96,Argentina,33.1,9.5,21.8,26.3,32.5,55.0,2019
97,Mexico,32.7,10.1,21.8,30.3,30.2,50.0,2019
98,Armenia,32.5,9.9,21.7,25.8,32.5,33.1,2019
99,Paraguay,32.3,9.4,21.3,26.0,25.8,35.6,2019
100,Moldova,32.3,8.0,20.6,25.0,27.7,30.7,2019
101,Bangladesh,31.8,5.4,19.2,29.5,19.0,39.8,2019
102,North Macedonia,31.6,6.5,19.5,24.8,23.7,39.8,2019
103,Nigeria,31.2,29.0,30.2,31.8,19.2,15.1,2019
104,Algeria,30.6,5.5,18.5,32.0,16.4,32.9,2019
105,Uganda,30.3,8.5,19.8,26.1,21.9,22.7,2019
106,Sri Lanka,30.2,7.6,19.4,33.6,17.4,27.3,2019
107,Colombia,30.1,9.2,20.1,24.3,22.5,34.7,2019
108,Kazakhstan,29.8,9.8,20.2,23.8,29.8,38.8,2019
109,Nepal,29.6,4.6,17.6,25.4,19.7,26.3,2019
110,Azerbaijan,29.1,8.7,19.3,24.1,30.7,32.0,2019
111,Georgia,28.8,8.5,19.1,23.4,27.1,33.2,2019
112,Ukraine,27.9,9.5,19.1,22.5,22.1,32.7,2019
113,Uzbekistan,27.1,8.3,18.1,23.9,21.1,25.1,2019
114,Egypt,26.5,5.0,16.2,23.2,22.3,23.7,2019
115,Kosovo (Disputed Territory),26.2,8.1,17.5,23.2,19.6,61.8,2019
116,Venezuela,25.7,5.9,16.2,27.6,22.0,3.7,2019
117,India,24.2,5.8,15.4,24.2,17.2,66.9,2019
118,Tunisia,23.7,5.0,14.7,22.3,13.3,38.0,2019
119,Pakistan,20.4,4.5,12.8,18.2,15.4,38.6,2019
1,Switzerland,122.4,50.3,87.9,120.3,123.0,119.5,2020
2,Norway,101.4,36.2,70.2,91.1,109.3,88.4,2020
3,Iceland,100.5,47.0,74.9,86.9,113.7,79.4,2020
4,Japan,83.3,26.0,55.9,81.8,48.9,87.3,2020
5,Denmark,83.0,31.9,58.6,61.7,100.8,100.9,2020
6,Bahamas,82.5,36.4,60.4,62.7,83.7,54.2,2020
7,Luxembourg,81.9,54.9,69.0,69.1,89.8,103.9,2020
8,Israel,81.2,31.3,57.3,66.3,88.6,78.1,2020
9,Singapore,81.1,63.3,72.6,66.8,59.0,89.0,2020
10,South Korea,78.2,22.9,51.7,91.3,44.9,85.2,2020
11,Hong Kong,77.2,79.6,78.3,75.9,54.4,65.3,2020
12,Barbados,76.0,19.7,49.1,65.2,68.1,51.1,2020
13,Ireland,75.9,43.9,60.6,58.4,81.2,80.9,2020
14,France,74.1,25.4,50.8,67.9,72.5,80.4,2020
15,Netherlands,73.7,35.2,55.3,55.9,80.5,90.7,2020
16,Australia,73.5,34.9,55.0,67.2,70.3,107.3,2020
17,New Zealand,72.5,32.1,53.2,64.7,68.8,92.7,2020
18,Belgium,71.8,25.4,49.6,58.7,80.1,86.3,2020
19,Seychelles,71.6,32.3,52.8,64.6,84.9,21.7,2020
20,United States,71.1,40.3,56.4,66.6,70.7,109.5,2020
21,Austria,70.4,26.8,49.5,61.7,68.1,82.4,2020
22,Finland,70.3,26.2,49.2,56.5,76.8,99.9,2020
23,Sweden,69.8,25.9,48.8,60.5,72.3,101.7,2020
24,Canada,67.6,30.7,50.0,63.7,63.5,95.1,2020
25,Puerto Rico,67.5,19.3,44.5,65.8,58.7,79.4,2020
26,Malta,67.5,31.0,50.0,54.9,75.9,46.3,2020
27,United Kingdom,67.3,29.8,49.4,51.3,74.1,91.7,2020
28,Italy,67.3,21.2,45.2,55.4,72.3,65.6,2020
29,Germany,65.3,27.1,47.0,49.2,61.6,102.4,2020
30,Macao,64.8,44.0,54.9,62.0,43.4,80.9,2020
31,Qatar,64.0,47.4,56.1,53.6,66.8,111.7,2020
32,United Arab Emirates,62.0,41.1,52.0,47.6,61.3,91.6,2020
33,Taiwan,61.4,16.4,39.9,71.5,28.5,65.7,2020
34,Lebanon,60.5,24.5,43.3,43.9,58.2,44.5,2020
35,Bahrain,58.9,30.9,45.6,48.1,54.5,57.9,2020
36,Cyprus,57.9,20.5,40.0,44.2,63.1,57.4,2020
37,Jamaica,57.8,15.2,37.5,59.0,38.1,32.4,2020
38,Greece,55.7,11.7,34.6,41.6,53.7,43.7,2020
39,Zimbabwe,55.3,11.0,34.1,50.8,40.8,26.0,2020
40,Palestine,54.5,8.8,32.7,46.7,38.9,46.9,2020
41,Ethiopia,54.4,20.9,38.4,36.3,19.4,8.3,2020
42,Panama,54.2,24.8,40.1,53.0,47.3,34.2,2020
43,Costa Rica,54.0,15.5,35.6,49.6,43.5,42.6,2020
44,Spain,53.8,21.8,38.5,42.4,52.1,72.0,2020
45,Trinidad And Tobago,53.7,17.3,36.3,49.4,49.8,45.7,2020
46,Jordan,53.7,11.5,33.5,43.3,47.1,34.9,2020
47,Slovenia,53.4,17.1,36.0,43.8,45.4,66.3,2020
48,Mauritius,53.0,12.0,33.4,48.9,44.0,30.9,2020
49,Uruguay,51.0,14.4,33.5,40.1,47.4,37.5,2020
50,Estonia,50.9,15.4,33.9,36.6,52.9,71.3,2020
51,Kuwait,50.4,31.2,41.2,34.7,47.1,85.6,2020
52,Thailand,49.8,17.1,34.1,49.2,24.9,35.5,2020
53,Croatia,49.7,13.5,32.4,39.9,42.4,50.4,2020
54,Portugal,49.5,21.8,36.3,38.1,42.5,49.4,2020
55,Oman,49.3,18.0,34.3,43.5,44.3,81.0,2020
56,Belize,49.2,9.7,30.3,41.9,37.0,57.5,2020
57,Saudi Arabia,48.3,11.4,30.7,37.9,33.5,100.0,2020
58,Latvia,47.9,12.3,30.9,34.9,42.9,52.5,2020
59,Cambodia,47.5,14.9,31.9,44.6,25.2,11.3,2020
60,Fiji,47.5,18.5,33.6,52.7,35.9,33.2,2020
61,Czech Republic,46.1,19.6,33.4,38.1,34.1,62.8,2020
62,El Salvador,45.6,13.5,30.2,43.7,34.8,24.7,2020
63,Brunei,44.7,23.1,34.4,37.1,38.1,87.0,2020
64,Nicaragua,44.6,7.6,26.9,41.7,31.4,23.9,2020
65,Slovakia,44.5,16.1,30.9,37.5,33.8,56.9,2020
66,Lithuania,44.3,13.6,29.6,33.6,42.7,57.8,2020
67,Dominican Republic,44.1,10.6,28.1,35.9,38.3,24.0,2020
68,Chile,43.6,13.4,29.2,36.4,41.6,42.5,2020
69,Cuba,43.5,4.8,25.0,37.4,30.9,2.2,2020
70,Suriname,43.1,7.8,26.2,45.8,35.0,22.4,2020
71,Namibia,43.1,16.1,30.2,36.8,39.2,55.6,2020
72,South Africa,42.9,16.6,30.3,33.3,40.6,73.6,2020
73,Guatemala,42.7,15.3,29.6,37.4,33.0,39.8,2020
74,Honduras,42.2,10.6,27.1,33.3,30.5,30.3,2020
75,Myanmar,42.1,23.8,33.3,44.7,19.0,10.2,2020
76,Ecuador,41.0,12.0,27.1,35.5,30.7,36.1,2020
77,Hungary,40.9,14.0,28.0,30.8,34.5,47.6,2020
78,Brazil,40.2,10.6,26.1,29.2,30.8,32.8,2020
79,Kenya,40.2,10.7,26.1,35.4,35.1,27.3,2020
80,China,40.0,16.4,28.7,40.4,29.2,60.9,2020
81,Poland,40.0,15.7,28.4,30.6,33.4,59.6,2020
82,Russia,39.2,11.4,25.9,31.1,39.6,38.9,2020
83,Botswana,39.1,11.1,25.7,31.7,40.0,58.1,2020
84,Malaysia,39.1,11.0,25.7,37.6,22.9,64.5,2020
85,Iraq,39.0,11.3,25.8,31.8,32.7,42.4,2020
86,Iran,39.0,14.5,27.3,35.5,25.1,22.7,2020
87,Somalia,38.7,4.8,22.5,45.9,27.0,33.2,2020
88,Peru,38.7,12.8,26.3,33.8,24.7,34.0,2020
89,Vietnam,38.3,13.6,26.5,37.1,19.6,28.1,2020
90,Montenegro,38.2,10.4,24.9,28.6,33.2,39.8,2020
91,Ghana,37.6,19.4,28.9,37.2,26.6,14.7,2020
92,Philippines,37.6,9.0,23.9,33.5,20.8,23.5,2020
93,Indonesia,37.3,10.6,24.5,37.4,18.3,25.1,2020
94,Bulgaria,36.7,9.6,23.8,30.1,29.1,49.4,2020
95,Albania,36.4,8.5,23.1,28.4,26.8,29.6,2020
96,Bosnia And Herzegovina,36.0,6.7,22.0,28.1,25.1,41.8,2020
97,Mexico,35.7,11.5,24.1,32.4,32.1,41.8,2020
98,Serbia,35.7,9.1,23.0,25.5,28.6,36.7,2020
99,Romania,35.3,10.0,23.2,29.0,30.5,48.9,2020
100,Tanzania,35.3,14.0,25.1,29.7,22.6,17.6,2020
101,Belarus,34.7,10.5,23.1,28.1,38.9,37.0,2020
102,Turkey,34.7,6.8,21.3,29.8,24.2,40.8,2020
103,Bolivia,34.6,10.9,23.3,28.1,25.1,39.3,2020
104,Morocco,34.3,8.9,22.2,30.1,24.5,35.2,2020
105,Moldova,33.7,8.4,21.6,26.0,27.8,27.6,2020
106,Rwanda,33.3,11.9,23.1,26.8,29.2,19.3,2020
107,Ukraine,33.2,10.5,22.3,26.0,26.4,31.8,2020
108,Argentina,33.0,8.3,21.2,25.8,30.5,47.2,2020
109,Armenia,32.8,10.9,22.4,25.6,30.4,28.0,2020
110,Bangladesh,32.3,5.0,19.2,29.7,19.2,33.2,2020
111,Zambia,31.7,7.4,20.1,26.9,22.1,54.1,2020
112,Sri Lanka,31.6,7.7,20.2,35.1,18.8,24.5,2020
113,North Macedonia,31.6,6.5,19.6,24.9,23.3,37.2,2020
114,Paraguay,31.1,9.7,20.8,25.0,25.0,32.6,2020
115,Nigeria,31.0,23.6,27.5,31.1,17.7,13.5,2020
116,Colombia,30.7,9.6,20.6,25.1,22.4,31.1,2020
117,Kazakhstan,30.6,9.8,20.7,24.3,29.9,38.4,2020
118,Uganda,30.2,10.2,20.6,25.3,22.1,20.5,2020
119,Algeria,30.1,5.3,18.3,30.7,15.9,28.7,2020
120,Azerbaijan,29.9,9.5,20.1,23.7,30.4,30.2,2020
121,Egypt,29.5,5.5,18.0,25.5,23.5,22.4,2020
122,Nepal,29.0,4.8,17.4,24.9,20.4,21.9,2020
123,Georgia,28.5,9.8,19.5,23.1,26.7,24.9,2020
124,Kosovo (Disputed Territory),28.5,8.5,18.9,26.5,21.0,48.9,2020
